Детектор_X;Детектор_Y;Детектор_Z;Время;Тип_частицы;Длина_пробега
-0.750000;-0.750000;-0.500000;-1.858780;neutron;2.014801
-0.750000;-0.750000;-0.500000;0.067654;neutron;0.834593
-0.750000;-0.750000;-0.500000;2.010498;neutron;2.673952
-0.750000;-0.750000;-0.500000;-1.589774;neutron;2.680086
-0.750000;-0.750000;-0.500000;2.622160;neutron;1.511337
-0.750000;-0.750000;-0.500000;-3.641835;neutron;2.040975
-0.750000;-0.750000;-0.500000;-1.571160;neutron;2.395198
-0.750000;-0.750000;-0.500000;0.355370;neutron;1.800123
-0.750000;-0.750000;-0.500000;2.313591;neutron;0.841079
-0.750000;-0.750000;-0.500000;-2.494413;neutron;2.120301
-0.750000;-0.750000;-0.500000;1.065926;neutron;1.088214
-0.750000;-0.750000;-0.500000;-1.931942;neutron;1.182067
-0.750000;-0.750000;-0.500000;0.302856;neutron;2.289203
-0.750000;-0.750000;-0.500000;-1.889315;neutron;0.770908
-0.750000;-0.750000;-0.500000;1.350166;neutron;1.157035
-0.750000;-0.750000;-0.500000;-0.227723;neutron;1.086309
-0.750000;-0.750000;-0.500000;-1.542158;neutron;2.072600
-0.750000;-0.750000;-0.500000;-1.872696;neutron;2.017316
-0.750000;-0.750000;-0.500000;1.985415;neutron;1.352467
-0.750000;-0.750000;-0.500000;2.011049;neutron;0.717991
-0.750000;-0.750000;-0.500000;1.978034;neutron;1.058176
-0.750000;-0.750000;-0.500000;1.349945;neutron;2.040243
-0.750000;-0.750000;-0.500000;1.470174;neutron;2.029020
-0.750000;-0.750000;-0.500000;1.597319;neutron;2.062375
-0.750000;-0.750000;-0.500000;1.219697;neutron;2.740110
-0.750000;-0.750000;-0.500000;5.803334;neutron;2.002837
-0.750000;-0.750000;-0.500000;-0.725791;neutron;2.000208
-0.750000;-0.750000;-0.500000;-0.654043;neutron;2.418379
-0.750000;-0.750000;-0.500000;3.150942;neutron;1.189260
-0.750000;-0.750000;-0.500000;-2.436351;neutron;2.136189
-0.750000;-0.750000;-0.500000;-1.455429;neutron;1.744162
-0.750000;-0.750000;-0.500000;3.233763;neutron;2.081480
-0.750000;-0.750000;-0.500000;-1.557342;neutron;2.167365
-0.750000;-0.750000;-0.500000;6.731995;neutron;2.176089
-0.750000;-0.750000;-0.500000;0.204387;neutron;2.046796
-0.750000;-0.750000;-0.500000;3.113804;neutron;1.340041
-0.750000;-0.750000;-0.500000;3.598522;neutron;2.001136
-0.750000;-0.750000;-0.500000;1.251500;neutron;2.218493
-0.750000;-0.750000;-0.500000;4.978729;neutron;1.848374
-0.750000;-0.750000;-0.500000;0.097771;neutron;1.851769
-0.750000;-0.750000;-0.500000;4.587789;neutron;1.209156
-0.750000;-0.750000;-0.500000;1.680686;neutron;2.008008
-0.750000;-0.750000;-0.500000;0.692997;neutron;2.438178
-0.750000;-0.750000;-0.500000;-0.409347;neutron;2.000037
-0.750000;-0.750000;-0.500000;5.253690;neutron;1.082761
-0.750000;-0.750000;-0.500000;0.096877;neutron;2.441630
-0.750000;-0.750000;-0.500000;0.195829;neutron;2.152947
-0.750000;-0.750000;-0.500000;3.848520;neutron;1.116962
-0.750000;-0.750000;-0.500000;5.227912;neutron;2.016101
-0.750000;-0.750000;-0.500000;4.085045;neutron;1.154774
-0.750000;-0.750000;-0.500000;2.837491;neutron;0.877452
-0.750000;-0.750000;-0.500000;3.010885;neutron;1.391033
-0.750000;-0.750000;-0.500000;3.468687;neutron;1.152562
-0.750000;-0.750000;-0.500000;3.702140;neutron;1.206734
-0.750000;-0.750000;-0.500000;2.922280;neutron;1.041742
-0.750000;-0.750000;-0.500000;3.855142;neutron;2.109511
-0.750000;-0.750000;-0.500000;0.226857;neutron;2.690902
-0.750000;-0.750000;-0.500000;4.330473;neutron;0.946600
-0.750000;-0.750000;-0.500000;5.025618;neutron;2.020039
-0.750000;-0.750000;-0.500000;6.975981;neutron;1.057663
-0.750000;-0.750000;-0.500000;7.873696;neutron;1.476365
-0.750000;-0.750000;-0.500000;4.816365;neutron;1.789287
-0.750000;-0.750000;-0.500000;9.285274;neutron;1.398891
-0.750000;-0.750000;-0.500000;5.056769;neutron;1.788291
-0.750000;-0.750000;-0.500000;2.729205;neutron;1.046319
-0.750000;-0.750000;-0.500000;4.883947;neutron;1.080251
-0.750000;-0.750000;-0.500000;3.208667;neutron;2.564460
-0.750000;-0.750000;-0.500000;5.150071;neutron;1.351010
-0.750000;-0.750000;-0.500000;6.993408;neutron;2.017721
-0.750000;-0.750000;-0.500000;2.937750;neutron;2.209437
-0.750000;-0.750000;-0.500000;6.058377;neutron;0.910485
-0.750000;-0.750000;-0.500000;3.392246;neutron;1.529675
-0.750000;-0.750000;-0.500000;6.850368;neutron;1.205543
-0.750000;-0.750000;-0.500000;1.853412;neutron;2.235432
-0.750000;-0.750000;-0.500000;4.466616;neutron;1.099306
-0.750000;-0.750000;-0.500000;9.626311;neutron;1.090352
-0.750000;-0.750000;-0.500000;4.221397;neutron;2.050714
-0.750000;-0.750000;-0.500000;8.388561;neutron;1.042331
-0.750000;-0.750000;-0.500000;6.562834;neutron;1.052340
-0.750000;-0.750000;-0.500000;5.053367;neutron;0.709580
-0.750000;-0.750000;-0.500000;6.873386;neutron;1.113427
-0.750000;-0.750000;-0.500000;9.018733;neutron;0.872363
-0.750000;-0.750000;-0.500000;9.077834;neutron;2.277092
-0.750000;-0.750000;-0.500000;6.783372;neutron;1.807966
-0.750000;-0.750000;-0.500000;7.323573;neutron;1.373993
-0.750000;-0.750000;-0.500000;11.888597;neutron;1.080337
-0.750000;-0.750000;-0.500000;5.803930;neutron;1.235474
-0.750000;-0.750000;-0.500000;9.616388;neutron;1.081341
-0.750000;-0.750000;-0.500000;6.394564;neutron;1.281597
-0.750000;-0.750000;-0.500000;7.326142;neutron;1.106513
-0.750000;-0.750000;-0.500000;4.636662;neutron;1.790066
-0.750000;-0.750000;-0.500000;5.386242;neutron;2.232093
-0.750000;-0.750000;-0.500000;9.713343;neutron;1.403736
-0.750000;-0.750000;-0.500000;7.771850;neutron;2.021363
-0.750000;-0.750000;-0.500000;11.793187;neutron;0.891072
-0.750000;-0.750000;-0.500000;9.998177;neutron;2.231457
-0.750000;-0.750000;-0.500000;7.147865;neutron;1.673764
-0.750000;-0.750000;-0.500000;6.697839;neutron;1.179159
-0.750000;-0.750000;-0.500000;9.586337;neutron;0.862350
-0.750000;-0.750000;-0.500000;9.484260;neutron;1.136173
-0.750000;-0.750000;-0.500000;6.102566;neutron;1.121378
-0.750000;-0.750000;-0.500000;11.448556;neutron;2.624425
-0.750000;-0.750000;-0.500000;11.678694;neutron;2.455257
-0.750000;-0.750000;-0.500000;8.199430;neutron;1.093921
-0.750000;-0.750000;-0.500000;10.245688;neutron;0.767178
-0.750000;-0.750000;-0.500000;6.244225;neutron;1.398158
-0.750000;-0.750000;-0.500000;8.914614;neutron;1.404909
-0.750000;-0.750000;-0.500000;14.997448;neutron;2.015686
-0.750000;-0.750000;-0.500000;8.348256;neutron;1.762704
-0.750000;-0.750000;-0.500000;8.722338;neutron;1.367473
-0.750000;-0.750000;-0.500000;13.345285;neutron;1.040182
-0.750000;-0.750000;-0.500000;6.127837;neutron;1.264675
-0.750000;-0.750000;-0.500000;10.506043;neutron;1.125480
-0.750000;-0.750000;-0.500000;8.843790;neutron;1.114826
-0.750000;-0.750000;-0.500000;8.568893;neutron;2.115254
-0.750000;-0.750000;-0.500000;8.940965;neutron;1.490718
-0.750000;-0.750000;-0.500000;13.023639;neutron;1.131982
-0.750000;-0.750000;-0.500000;12.873407;neutron;1.056252
-0.750000;-0.750000;-0.500000;10.085709;neutron;1.571309
-0.750000;-0.750000;-0.500000;9.451587;neutron;1.621406
-0.750000;-0.750000;-0.500000;10.144979;neutron;1.106290
-0.750000;-0.750000;-0.500000;11.346007;neutron;2.325317
-0.750000;-0.750000;-0.500000;7.812299;neutron;1.041058
-0.750000;-0.750000;-0.500000;13.598858;neutron;1.780371
-0.750000;-0.750000;-0.500000;13.255276;neutron;2.008861
-0.750000;-0.750000;-0.500000;11.783738;neutron;2.102430
-0.750000;-0.750000;-0.500000;13.053003;neutron;1.789038
-0.750000;-0.750000;-0.500000;11.039950;neutron;1.052505
-0.750000;-0.750000;-0.500000;12.674769;neutron;2.102554
-0.750000;-0.750000;-0.500000;6.579546;neutron;2.252983
-0.750000;-0.750000;-0.500000;11.346991;neutron;0.901493
-0.750000;-0.750000;-0.500000;14.420315;neutron;1.101568
-0.750000;-0.750000;-0.500000;14.566743;neutron;0.817665
-0.750000;-0.750000;-0.500000;15.086847;neutron;1.483603
-0.750000;-0.750000;-0.500000;9.596329;neutron;1.154027
-0.750000;-0.750000;-0.500000;10.227334;neutron;2.411916
-0.750000;-0.750000;-0.500000;10.282802;neutron;1.052258
-0.750000;-0.750000;-0.500000;9.277593;neutron;1.743358
-0.750000;-0.750000;-0.500000;7.774842;neutron;2.446037
-0.750000;-0.750000;-0.500000;12.430041;neutron;1.119661
-0.750000;-0.750000;-0.500000;14.008677;neutron;1.076981
-0.750000;-0.750000;-0.500000;8.706788;neutron;2.242640
-0.750000;-0.750000;-0.500000;10.382099;neutron;2.384460
-0.750000;-0.750000;-0.500000;12.301689;neutron;2.722320
-0.750000;-0.750000;-0.500000;10.912994;neutron;2.473382
-0.750000;-0.750000;-0.500000;14.851212;neutron;1.211608
-0.750000;-0.750000;-0.500000;14.581359;neutron;1.041073
-0.750000;-0.750000;-0.500000;14.603835;neutron;2.003055
-0.750000;-0.750000;-0.500000;14.752923;neutron;2.567323
-0.750000;-0.750000;-0.500000;15.708465;neutron;0.820959
-0.750000;-0.750000;-0.500000;12.736771;neutron;2.244601
-0.750000;-0.750000;-0.500000;9.640478;neutron;2.599874
-0.750000;-0.750000;-0.500000;13.176765;neutron;2.365125
-0.750000;-0.750000;-0.500000;14.872068;neutron;2.242459
-0.750000;-0.750000;-0.500000;13.451877;neutron;2.057914
-0.750000;-0.750000;-0.500000;14.753377;neutron;1.375869
-0.750000;-0.750000;-0.500000;14.653085;neutron;1.693093
-0.750000;-0.750000;-0.500000;17.285835;neutron;2.107168
-0.750000;-0.750000;-0.500000;13.963182;neutron;2.030763
-0.750000;-0.750000;-0.500000;16.017155;neutron;1.403080
-0.750000;-0.750000;-0.500000;13.685534;neutron;2.673449
-0.750000;-0.750000;-0.500000;14.539992;neutron;2.260038
-0.750000;-0.750000;-0.500000;13.000275;neutron;2.022125
-0.750000;-0.750000;-0.500000;17.742737;neutron;2.536466
-0.750000;-0.750000;-0.500000;14.445810;neutron;1.053219
-0.750000;-0.750000;-0.500000;14.621137;neutron;2.077515
-0.750000;-0.750000;-0.500000;14.827640;neutron;2.343795
-0.750000;-0.750000;-0.500000;14.307144;neutron;1.073362
-0.750000;-0.750000;-0.500000;16.799797;neutron;0.950556
-0.750000;-0.750000;-0.500000;14.820072;neutron;2.007961
-0.750000;-0.750000;-0.500000;15.939825;neutron;1.126355
-0.750000;-0.750000;-0.500000;17.671349;neutron;1.188289
-0.750000;-0.750000;-0.500000;15.815297;neutron;1.219275
-0.750000;-0.750000;-0.500000;15.748117;neutron;2.015627
-0.750000;-0.750000;-0.500000;10.161981;neutron;2.020292
-0.750000;-0.750000;-0.500000;17.014678;neutron;1.248545
-0.750000;-0.750000;-0.500000;20.338934;neutron;0.814177
-0.750000;-0.750000;-0.500000;17.993396;neutron;2.151283
-0.750000;-0.750000;-0.500000;17.773039;neutron;2.003717
-0.750000;-0.750000;-0.500000;20.903366;neutron;0.956531
-0.750000;-0.750000;-0.500000;20.313827;neutron;1.096182
-0.750000;-0.750000;-0.500000;18.355099;neutron;3.154637
-0.750000;-0.750000;-0.500000;16.876452;neutron;1.120652
-0.750000;-0.750000;-0.500000;17.501786;neutron;2.009700
-0.750000;-0.750000;-0.500000;20.340599;neutron;1.651657
-0.750000;-0.750000;-0.500000;16.944035;neutron;1.158453
-0.750000;-0.750000;-0.500000;19.994880;neutron;1.586987
-0.750000;-0.750000;-0.500000;16.353131;neutron;2.378136
-0.750000;-0.750000;-0.500000;18.333711;neutron;1.962410
-0.750000;-0.750000;-0.500000;16.889659;neutron;0.813253
-0.750000;-0.750000;-0.500000;17.251941;neutron;2.032213
-0.750000;-0.750000;-0.500000;15.690391;neutron;2.367818
-0.750000;-0.750000;-0.500000;17.638846;neutron;2.449349
-0.750000;-0.750000;-0.500000;19.094017;neutron;1.051501
-0.750000;-0.750000;-0.500000;18.246540;neutron;1.358424
-0.750000;-0.750000;-0.500000;16.108789;neutron;1.179692
-0.750000;-0.750000;-0.500000;18.959035;neutron;0.805413
-0.750000;-0.750000;-0.500000;17.162493;neutron;2.493654
-0.750000;-0.750000;-0.500000;17.748707;neutron;2.543136
-0.750000;-0.750000;-0.500000;21.654330;neutron;1.055285
-0.750000;-0.750000;-0.500000;16.915786;neutron;1.430494
-0.750000;-0.750000;-0.500000;19.943949;neutron;2.020442
-0.750000;-0.750000;-0.500000;20.741826;neutron;2.188840
-0.750000;-0.750000;-0.500000;15.913150;neutron;2.077730
