Детектор_X;Детектор_Y;Детектор_Z;Время;Тип_частицы;Длина_пробега
0.988003;0.596964;0.000000;32.766066;neutron;0.151504
0.535049;1.028162;0.000000;55.444497;alpha;0.185279
0.535049;1.128162;0.000000;55.519946;alpha;0.219660
0.535049;1.228162;0.000000;55.629776;alpha;0.219660
0.535049;1.328162;0.000000;55.739607;alpha;0.189334
0.535049;1.428162;0.000000;55.849437;alpha;0.079504
0.635049;1.128162;0.000000;55.686719;alpha;0.052888
0.635049;1.228162;0.000000;55.686719;alpha;0.162718
0.635049;1.328162;0.000000;55.739607;alpha;0.219660
0.635049;1.428162;0.000000;55.849437;alpha;0.219660
0.635049;1.528162;0.000000;55.959267;alpha;0.211895
0.735049;1.428162;0.000000;55.928940;alpha;0.140156
0.735049;1.528162;0.000000;55.959267;alpha;0.219660
0.565469;1.158649;0.000000;60.920526;alpha;0.146477
0.665469;1.158649;0.000000;60.920526;alpha;0.229710
0.665469;1.258649;0.000000;61.035381;alpha;0.229710
0.665469;1.358649;0.000000;61.150236;alpha;0.121493
0.765469;1.158649;0.000000;61.067003;alpha;0.083233
0.765469;1.258649;0.000000;61.067003;alpha;0.198088
0.765469;1.358649;0.000000;61.150236;alpha;0.229710
0.765469;1.458649;0.000000;61.265091;alpha;0.165768
0.765469;1.558649;0.000000;61.379946;alpha;0.050913
0.463858;1.216797;0.000000;72.042358;neutron;0.086374
0.563858;1.216797;0.000000;72.042358;neutron;0.221159
0.563858;1.316797;0.000000;72.152937;neutron;0.210131
0.563858;1.416797;0.000000;72.263517;neutron;0.099552
0.034461;1.222780;0.000000;69.473003;neutron;0.200860
0.034461;1.322780;0.000000;69.573433;neutron;0.200860
0.034461;1.422780;0.000000;69.673863;neutron;0.129821
0.134461;1.222780;0.000000;69.473003;neutron;0.200860
0.134461;1.322780;0.000000;69.573433;neutron;0.200860
0.134461;1.422780;0.000000;69.673863;neutron;0.200860
0.134461;1.522780;0.000000;69.774292;neutron;0.200860
0.134461;1.622780;0.000000;69.874722;neutron;0.200860
0.134461;1.722780;0.000000;69.975152;neutron;0.200860
0.234461;1.422780;0.000000;69.803683;neutron;0.071039
0.234461;1.522780;0.000000;69.803683;neutron;0.171469
0.234461;1.622780;0.000000;69.874722;neutron;0.200860
0.234461;1.722780;0.000000;69.975152;neutron;0.200860
-0.767711;-1.657826;0.000000;219.297119;alpha;0.215359
-0.767711;-1.557826;0.000000;219.185473;alpha;0.223292
-0.767711;-1.457826;0.000000;219.073827;alpha;0.223292
-0.767711;-1.357826;0.000000;219.061957;alpha;0.123516
-0.667711;-1.557826;0.000000;219.185473;alpha;0.101745
-0.667711;-1.457826;0.000000;219.073827;alpha;0.213391
-0.667711;-1.357826;0.000000;218.962181;alpha;0.223292
-0.667711;-1.257826;0.000000;218.850535;alpha;0.223292
-0.667711;-1.157826;0.000000;218.836697;alpha;0.125484
-0.567711;-1.357826;0.000000;218.962181;alpha;0.099776
-0.567711;-1.257826;0.000000;218.850535;alpha;0.211422
-0.567711;-1.157826;0.000000;218.738889;alpha;0.223292
-0.467711;-1.157826;0.000000;218.738889;alpha;0.097808
1.149348;-0.499463;0.000000;291.158860;neutron;0.095733
1.249348;-0.499463;0.000000;291.175953;neutron;0.078640
-1.122540;-0.855090;0.000000;495.097588;neutron;0.120737
0.526890;-1.233137;0.000000;575.982814;alpha;0.147834
0.526890;-1.133137;0.000000;575.871195;alpha;0.223237
0.526890;-1.033137;0.000000;575.759577;alpha;0.223237
0.626890;-1.433137;0.000000;576.206050;alpha;0.149936
0.626890;-1.333137;0.000000;576.094432;alpha;0.223237
0.626890;-1.233137;0.000000;575.982814;alpha;0.223237
0.626890;-1.133137;0.000000;575.905310;alpha;0.189122
0.626890;-1.033137;0.000000;575.905310;alpha;0.077504
0.726890;-1.533137;0.000000;576.317669;alpha;0.223237
0.726890;-1.433137;0.000000;576.206050;alpha;0.223237
0.726890;-1.333137;0.000000;576.130648;alpha;0.187021
0.726890;-1.233137;0.000000;576.130648;alpha;0.075402
0.826890;-1.533137;0.000000;576.355986;alpha;0.184919
0.826890;-1.433137;0.000000;576.355986;alpha;0.073301
-0.133787;1.238698;0.000000;712.758835;neutron;0.200121
-0.133787;1.338698;0.000000;712.858896;neutron;0.200121
-0.133787;1.438698;0.000000;712.958956;neutron;0.200121
-0.133787;1.538698;0.000000;713.059017;neutron;0.200121
-0.133787;1.638698;0.000000;713.159078;neutron;0.200121
-0.133787;1.738698;0.000000;713.259138;neutron;0.200121
-0.033787;1.238698;0.000000;712.758835;neutron;0.200121
-0.033787;1.338698;0.000000;712.858896;neutron;0.200121
-0.033787;1.438698;0.000000;712.958956;neutron;0.200121
-0.033787;1.538698;0.000000;713.059017;neutron;0.200121
-0.033787;1.638698;0.000000;713.159078;neutron;0.200121
-0.033787;1.738698;0.000000;713.259138;neutron;0.200121
-1.638522;0.417456;0.000000;762.330215;alpha;0.059973
