Particle_Type;Detector_X;Detector_Y;Detector_Z;Dir_X;Dir_Y;Dir_Z;Track_Length;Time
neutron;-1.500000;-0.500000;-1.000000;-0.727287;0.610160;-0.314259;0.131971;7.978569
neutron;-1.500000;-0.500000;-0.500000;-0.727287;0.610160;-0.314259;0.131971;7.978569
neutron;-1.000000;-1.000000;-0.500000;-0.727287;0.610160;-0.314259;0.000000;7.520245
neutron;-1.000000;-1.000000;-1.000000;-0.727287;0.610160;-0.314259;0.000000;7.520245
neutron;-0.500000;-0.500000;-1.000000;-0.727287;0.610160;-0.314259;0.819457;7.520245
neutron;-1.000000;-0.500000;-1.000000;-0.727287;0.610160;-0.314259;0.819457;7.520245
neutron;-1.000000;-0.500000;-0.500000;-0.727287;0.610160;-0.314259;0.819457;7.520245
neutron;-0.500000;-1.000000;-1.000000;-0.727287;0.610160;-0.314259;0.000000;7.520245
neutron;-1.500000;-0.500000;0.500000;-0.727287;0.610160;-0.314259;0.131971;7.978569
neutron;-1.500000;-0.500000;0.000000;-0.727287;0.610160;-0.314259;0.131971;7.978569
neutron;-1.000000;-1.000000;0.500000;-0.727287;0.610160;-0.314259;0.000000;7.520245
neutron;-1.000000;-1.000000;1.000000;-0.727287;0.610160;-0.314259;0.000000;7.520245
neutron;-1.000000;-0.500000;0.000000;-0.727287;0.610160;-0.314259;0.819457;7.520245
neutron;-1.000000;-0.500000;1.000000;-0.727287;0.610160;-0.314259;0.000000;7.520245
neutron;-1.000000;-0.500000;0.500000;-0.727287;0.610160;-0.314259;0.819457;7.520245
neutron;-1.000000;-1.000000;0.000000;-0.727287;0.610160;-0.314259;0.000000;7.520245
neutron;-1.500000;0.000000;-1.500000;-0.727287;0.610160;-0.314259;0.047870;8.580941
neutron;-1.500000;0.500000;-0.500000;-0.727287;0.610160;-0.314259;1.770885;7.978569
neutron;-2.000000;0.000000;-1.000000;-0.727287;0.610160;-0.314259;0.263941;8.436894
neutron;-1.500000;0.000000;-1.000000;-0.727287;0.610160;-0.314259;0.951428;7.978569
neutron;-2.000000;0.000000;-1.500000;-0.727287;0.610160;-0.314259;0.047870;8.580941
neutron;-1.500000;0.500000;-1.000000;-0.727287;0.610160;-0.314259;1.770885;7.978569
neutron;-2.000000;0.000000;-0.500000;-0.727287;0.610160;-0.314259;0.263941;8.436894
neutron;-1.500000;0.500000;-1.500000;-0.727287;0.610160;-0.314259;0.867327;8.580941
neutron;-2.000000;0.500000;-1.500000;-0.727287;0.610160;-0.314259;0.867327;8.580941
neutron;-1.500000;0.000000;-0.500000;-0.727287;0.610160;-0.314259;0.951428;7.978569
neutron;-2.000000;0.500000;-1.000000;-0.727287;0.610160;-0.314259;1.083398;8.436894
neutron;-2.000000;0.500000;-0.500000;-0.727287;0.610160;-0.314259;1.083398;8.436894
neutron;-2.000000;1.000000;-2.000000;-0.727287;0.610160;-0.314259;0.095739;9.641638
neutron;-2.000000;1.000000;-0.500000;-0.727287;0.610160;-0.314259;1.902856;8.436894
neutron;-1.500000;1.000000;-2.000000;-0.727287;0.610160;-0.314259;0.095739;9.641638
neutron;-1.500000;1.000000;-1.500000;-0.727287;0.610160;-0.314259;1.686784;8.580941
neutron;-1.500000;1.500000;-0.500000;-0.727287;0.610160;-0.314259;2.617976;8.066549
neutron;-2.000000;1.500000;-0.500000;-0.727287;0.610160;-0.314259;2.722313;8.436894
neutron;-1.500000;1.000000;-0.500000;-0.727287;0.610160;-0.314259;2.590342;7.978569
neutron;-1.500000;1.000000;-1.000000;-0.727287;0.610160;-0.314259;2.590342;7.978569
neutron;-2.000000;1.000000;-1.000000;-0.727287;0.610160;-0.314259;1.902856;8.436894
neutron;-2.000000;1.000000;-1.500000;-0.727287;0.610160;-0.314259;1.686784;8.580941
neutron;-1.500000;1.500000;-2.000000;-0.727287;0.610160;-0.314259;0.255344;9.641638
neutron;-1.500000;1.500000;-1.500000;-0.727287;0.610160;-0.314259;1.846389;8.580941
neutron;-2.000000;1.500000;-1.000000;-0.727287;0.610160;-0.314259;2.722313;8.436894
neutron;-1.500000;1.500000;-1.000000;-0.727287;0.610160;-0.314259;2.617976;8.066549
neutron;-2.000000;1.500000;-1.500000;-0.727287;0.610160;-0.314259;2.506241;8.580941
neutron;-0.500000;0.000000;-1.000000;-0.727287;0.610160;-0.314259;1.638914;7.520245
neutron;-0.500000;0.000000;-1.500000;-0.727287;0.610160;-0.314259;0.047870;8.580941
neutron;-1.000000;0.000000;-1.000000;-0.727287;0.610160;-0.314259;1.638914;7.520245
neutron;-1.000000;0.000000;-0.500000;-0.727287;0.610160;-0.314259;1.638914;7.520245
neutron;-1.000000;0.000000;-1.500000;-0.727287;0.610160;-0.314259;0.047870;8.580941
neutron;-1.000000;0.500000;-1.500000;-0.727287;0.610160;-0.314259;0.867327;8.580941
neutron;-1.000000;0.500000;-0.500000;-0.727287;0.610160;-0.314259;2.458372;7.520245
