Детектор_X;Детектор_Y;Детектор_Z;Время;Тип_частицы;Длина_пробега
-0.500000;0.000000;-2.000000;0.935232;neutron;1.171928
-0.500000;0.000000;-2.000000;0.715542;alpha;2.146626
-0.500000;0.000000;-1.500000;0.564456;neutron;1.728092
-0.500000;0.000000;-1.500000;7.586343;neutron;0.139292
-0.500000;0.000000;-1.500000;2.808545;neutron;0.118336
-0.500000;0.000000;-1.500000;0.357771;alpha;2.146626
-0.500000;0.000000;-1.000000;0.193680;neutron;2.224656
-0.500000;0.000000;-1.000000;5.713630;neutron;1.089278
-0.500000;0.000000;-1.000000;6.956032;neutron;1.084757
-0.500000;0.000000;-1.000000;1.847006;neutron;1.560645
-0.500000;0.000000;-1.000000;7.233233;alpha;1.153783
-0.500000;0.000000;-1.000000;0.000000;alpha;2.146626
-0.500000;0.500000;-2.000000;0.935232;neutron;2.224656
-0.500000;0.500000;-2.000000;0.715542;alpha;2.146626
-0.500000;0.500000;-1.500000;0.564456;neutron;2.224656
-0.500000;0.500000;-1.500000;7.586343;neutron;0.139292
-0.500000;0.500000;-1.500000;0.357771;alpha;2.146626
-0.500000;0.500000;-1.000000;0.193680;neutron;2.224656
-0.500000;0.500000;-1.000000;5.713630;neutron;1.633917
-0.500000;0.500000;-1.000000;6.956032;neutron;1.084757
-0.500000;0.500000;-1.000000;1.847006;neutron;0.780322
-0.500000;0.500000;-1.000000;7.233233;alpha;0.576891
-0.500000;0.500000;-1.000000;0.000000;alpha;2.146626
-0.500000;1.000000;-2.000000;0.935232;neutron;2.224656
-0.500000;1.000000;-2.000000;0.715542;alpha;2.146626
-0.500000;1.000000;-1.500000;0.564456;neutron;2.224656
-0.500000;1.000000;-1.500000;7.586343;neutron;0.139292
-0.500000;1.000000;-1.500000;0.357771;alpha;2.146626
-0.500000;1.000000;-1.000000;0.193680;neutron;2.224656
-0.500000;1.000000;-1.000000;5.713630;neutron;2.178556
-0.500000;1.000000;-1.000000;6.956032;neutron;1.084757
-0.500000;1.000000;-1.000000;0.000000;alpha;2.146626
-0.500000;1.000000;-0.500000;0.193680;neutron;1.668492
-0.500000;1.000000;-0.500000;5.713630;neutron;2.178556
-0.500000;1.000000;-0.500000;0.294965;neutron;1.504214
-0.500000;1.000000;-0.500000;0.000000;neutron;0.602282
-0.500000;1.000000;-0.500000;0.000000;neutron;1.031211
-0.500000;1.000000;-0.500000;6.956032;neutron;1.084757
-0.500000;1.000000;-0.500000;3.925952;neutron;1.610830
-0.500000;1.000000;-0.500000;2.394317;alpha;0.586903
-0.500000;1.000000;-0.500000;5.971503;alpha;0.707898
-0.500000;1.000000;-0.500000;0.000000;alpha;1.609969
-0.500000;1.000000;0.000000;0.193680;neutron;1.112328
-0.500000;1.000000;0.000000;5.713630;neutron;2.178556
-0.500000;1.000000;0.000000;0.294965;neutron;1.643825
-0.500000;1.000000;0.000000;0.000000;neutron;0.902007
-0.500000;1.000000;0.000000;0.000000;neutron;2.062423
-0.500000;1.000000;0.000000;6.956032;neutron;1.084757
-0.500000;1.000000;0.000000;3.925952;neutron;1.610830
-0.500000;1.000000;0.000000;2.394317;alpha;1.173807
-0.500000;1.000000;0.000000;5.971503;alpha;0.707898
-0.500000;1.000000;0.000000;0.000000;alpha;1.073313
-0.500000;1.000000;0.500000;0.193680;neutron;0.556164
-0.500000;1.000000;0.500000;5.713630;neutron;2.178556
-0.500000;1.000000;0.500000;0.294965;neutron;1.643825
-0.500000;1.000000;0.500000;0.000000;neutron;0.902007
-0.500000;1.000000;0.500000;0.000000;neutron;2.288425
-0.500000;1.000000;0.500000;6.956032;neutron;0.945466
-0.500000;1.000000;0.500000;3.925952;neutron;1.610830
-0.500000;1.000000;0.500000;2.394317;alpha;1.264652
-0.500000;1.000000;0.500000;5.971503;alpha;0.707898
-0.500000;1.000000;0.500000;0.000000;alpha;0.536656
-0.500000;1.500000;-2.000000;0.955099;neutron;2.194856
-0.500000;1.500000;-1.500000;0.955099;neutron;1.638692
-0.500000;1.500000;-1.500000;7.494954;neutron;0.051209
-0.500000;1.500000;-1.500000;7.586343;neutron;0.139292
-0.500000;1.500000;-1.000000;0.955099;neutron;1.082528
-0.500000;1.500000;-1.000000;6.076723;neutron;2.178556
-0.500000;1.500000;-1.000000;7.423770;neutron;0.383150
-0.500000;1.500000;-0.500000;0.955099;neutron;0.526364
