Детектор_X;Детектор_Y;Детектор_Z;Время;Тип_частицы;Длина_пробега
-1.250000;-0.750000;0.000000;-2.301918;neutron;0.149367
-1.250000;-0.750000;0.000000;-1.551229;alpha;0.149367
-1.250000;-0.750000;0.000000;-0.630803;neutron;0.846551
-1.250000;-0.750000;0.000000;-3.407895;alpha;0.846551
-1.250000;-0.750000;0.000000;1.179803;neutron;2.263099
-1.250000;-0.750000;0.000000;4.008677;alpha;2.263099
-1.250000;-0.750000;0.000000;4.855327;neutron;2.196039
-1.250000;-0.750000;0.000000;7.600376;alpha;2.196039
-1.250000;-0.750000;0.000000;10.665215;neutron;0.013000
-1.250000;-0.750000;0.000000;11.372680;alpha;0.013000
-1.250000;-0.750000;0.000000;6.587149;neutron;0.011268
-1.250000;-0.750000;0.000000;7.294525;alpha;0.011268
-1.250000;-0.750000;0.000000;11.143122;neutron;2.016389
-1.250000;-0.750000;0.000000;13.663608;alpha;2.016389
-1.250000;-0.750000;0.000000;8.473378;neutron;1.874158
-1.250000;-0.750000;0.000000;11.133908;alpha;1.874158
-1.250000;-0.750000;0.000000;14.796510;neutron;2.041146
-1.250000;-0.750000;0.000000;12.245077;alpha;2.041146
-1.250000;-0.750000;0.000000;12.790569;neutron;0.713030
-1.250000;-0.750000;0.000000;11.560122;alpha;0.713030
-1.250000;-0.750000;0.000000;14.833649;neutron;0.075082
-1.250000;-0.750000;0.000000;15.552446;alpha;0.075082
-1.250000;-0.750000;0.000000;19.518116;neutron;1.095174
-1.250000;-0.750000;0.000000;22.130138;alpha;1.095174
-1.250000;-0.750000;0.000000;20.600289;neutron;1.220790
-1.250000;-0.750000;0.000000;23.154827;alpha;1.220790
-1.250000;-0.750000;0.000000;19.828666;neutron;2.167178
-1.250000;-0.750000;0.000000;22.537639;alpha;2.167178
-1.250000;-0.750000;0.000000;23.035194;neutron;1.240179
-1.250000;-0.750000;0.000000;25.582906;alpha;1.240179
-1.250000;-0.750000;0.000000;25.030140;neutron;2.074524
-1.250000;-0.750000;0.000000;22.436986;alpha;2.074524
-1.250000;-0.750000;0.000000;30.774848;neutron;2.049040
-1.250000;-0.750000;0.000000;28.213549;alpha;2.049040
-1.250000;-0.750000;0.000000;31.043162;neutron;2.466194
