Particle_Type;Detector_X;Detector_Y;Detector_Z;Dir_X;Dir_Y;Dir_Z;Track_Length;Time
neutron;-0.500000;-1.000000;1.000000;0.960915;0.276840;0.001713;0.000000;4.912208
neutron;-1.000000;-1.000000;1.000000;0.960915;0.276840;0.001713;0.000000;4.912208
neutron;-0.500000;-0.500000;1.000000;0.960915;0.276840;0.001713;0.520338;4.912208
neutron;-1.000000;-0.500000;1.000000;0.960915;0.276840;0.001713;0.000000;4.912208
neutron;-0.500000;1.000000;-0.500000;0.960915;0.276840;0.001713;0.520338;4.912208
neutron;-0.500000;1.000000;-1.000000;0.960915;0.276840;0.001713;0.000000;4.912208
neutron;-1.000000;1.000000;-1.000000;0.960915;0.276840;0.001713;0.000000;4.912208
neutron;-1.000000;1.000000;-0.500000;0.960915;0.276840;0.001713;0.000000;4.912208
neutron;-1.000000;0.500000;1.000000;0.960915;0.276840;0.001713;0.000000;4.912208
neutron;-1.000000;0.000000;1.000000;0.960915;0.276840;0.001713;0.000000;4.912208
neutron;-0.500000;0.500000;1.000000;0.960915;0.276840;0.001713;0.520338;4.912208
neutron;-0.500000;0.000000;1.000000;0.960915;0.276840;0.001713;0.520338;4.912208
neutron;-0.500000;1.000000;1.000000;0.960915;0.276840;0.001713;0.520338;4.912208
neutron;-0.500000;1.000000;0.000000;0.960915;0.276840;0.001713;0.520338;4.912208
neutron;-1.000000;1.000000;0.000000;0.960915;0.276840;0.001713;0.000000;4.912208
neutron;-0.500000;1.000000;0.500000;0.960915;0.276840;0.001713;0.520338;4.912208
neutron;-1.000000;1.000000;0.500000;0.960915;0.276840;0.001713;0.000000;4.912208
neutron;-1.000000;1.000000;1.000000;0.960915;0.276840;0.001713;0.000000;4.912208
neutron;1.000000;-1.000000;-0.500000;0.960915;0.276840;0.001713;0.000000;4.912208
neutron;1.000000;-1.000000;-1.000000;0.960915;0.276840;0.001713;0.000000;4.912208
neutron;1.000000;-0.500000;-0.500000;0.960915;0.276840;0.001713;1.806100;4.912208
neutron;1.000000;-0.500000;-1.000000;0.960915;0.276840;0.001713;0.000000;4.912208
neutron;1.500000;-0.500000;-0.500000;0.960915;0.276840;0.001713;1.285763;5.259100
neutron;0.500000;-1.000000;1.000000;0.960915;0.276840;0.001713;0.000000;4.912208
neutron;0.000000;-1.000000;1.000000;0.960915;0.276840;0.001713;0.000000;4.912208
neutron;0.000000;-0.500000;1.000000;0.960915;0.276840;0.001713;1.040675;4.912208
neutron;0.500000;-0.500000;1.000000;0.960915;0.276840;0.001713;1.561013;4.912208
neutron;1.000000;-1.000000;0.000000;0.960915;0.276840;0.001713;0.000000;4.912208
neutron;1.500000;-0.500000;1.000000;0.960915;0.276840;0.001713;1.285763;5.259100
neutron;1.000000;-1.000000;1.000000;0.960915;0.276840;0.001713;0.000000;4.912208
neutron;1.500000;-0.500000;0.500000;0.960915;0.276840;0.001713;1.285763;5.259100
neutron;1.000000;-0.500000;0.000000;0.960915;0.276840;0.001713;1.806100;4.912208
neutron;1.500000;-0.500000;0.000000;0.960915;0.276840;0.001713;1.285763;5.259100
neutron;1.000000;-1.000000;0.500000;0.960915;0.276840;0.001713;0.000000;4.912208
neutron;1.000000;-0.500000;0.500000;0.960915;0.276840;0.001713;1.806100;4.912208
neutron;1.000000;-0.500000;1.000000;0.960915;0.276840;0.001713;1.806100;4.912208
neutron;0.500000;1.000000;-0.500000;0.960915;0.276840;0.001713;1.561013;4.912208
