Детектор_X;Детектор_Y;Детектор_Z;Время;Тип_частицы;Длина_пробега
1.621794;0.454548;0.000000;19.606505;neutron;0.103476
1.721794;0.454548;0.000000;19.709981;neutron;0.103476
1.821794;0.454548;0.000000;19.813457;neutron;0.103476
2.021794;0.554548;0.000000;20.020408;neutron;0.103476
2.121794;0.554548;0.000000;20.123884;neutron;0.103476
-1.221414;-1.705756;0.000000;514.534427;neutron;0.109460
-1.121414;-1.505756;0.000000;514.304271;neutron;0.106376
-2.069626;0.680037;0.000000;765.830117;alpha;0.103643
-1.969626;0.580037;0.000000;765.724261;alpha;0.104750
-1.869626;0.580037;0.000000;765.619511;alpha;0.104750
-1.769626;0.580037;0.000000;765.514762;alpha;0.104750
